target,Param,mean_PV,sd_PV,hpd_3%_PV,hpd_97%_PV,mcse_mean_PV,mcse_sd_PV,ess_mean_PV,ess_sd_PV,ess_bulk_PV,ess_tail_PV,r_hat_PV,class_PV,FC_PV,SigFactor_PV,Status_PV,mean_CVB,sd_CVB,hpd_3%_CVB,hpd_97%_CVB,mcse_mean_CVB,mcse_sd_CVB,ess_mean_CVB,ess_sd_CVB,ess_bulk_CVB,ess_tail_CVB,r_hat_CVB,class_CVB,FC_CVB,SigFactor_CVB,Status_CVB,CVB_PV
UBE2E1,Max,18.319,0.386,17.602,19.066,0.004,0.003,8139,8139,8183,10530,1,NA,0.326680845115355,0.285711290377258,Unchanged,14.708,0.799,13.241,16.135,0.013,0.009,3958,3958,3890,5880,1,NA,-0.0892849940338788,-0.068041006245145,Unchanged,Unchanged Unchanged
UBE2E1,Slope,1.731,0.213,1.365,2.132,0.002,0.002,8014,7728,8823,7816,1,NA,-0.577441918751362,-0.696556935865806,Unchanged,1.204,0.246,0.79,1.661,0.004,0.003,4593,4593,4627,6776,1,NA,0.263513786147521,0.774227232390798,Unchanged,NA
UBE2E1,dof,5.712,4.119,0.993,13.645,0.039,0.027,11414,11414,9798,10886,1,NA,1.75611931961912,0.561545151947736,Unchanged,8.121,6.033,0.645,19.139,0.084,0.059,5212,5212,2993,2566,1,NA,2.2028068273786,0.554933815504074,Unchanged,NA
UBE2E1,k,-0.132,0.287,-0.685,0.41,0.003,0.002,8383,7644,8531,8827,1,NA,NA,NA,Unchanged,-0.21,0.451,-1.09,0.647,0.005,0.004,7496,5113,7950,7214,1,NA,-0.0931094043914815,-0.143020642969048,Unchanged,NA
UBE2E1,sigma,0.85,0.177,0.528,1.178,0.002,0.001,10196,10196,9888,8816,1,NA,-1.33409710365148,-2.05562201438608,Down,1.204,0.332,0.481,1.734,0.007,0.005,2557,2557,2790,1727,1,NA,0.472068444315223,0.817689868915524,Unchanged,NA
UBE2O,MP,6.019,0.077,5.867,6.183,0.001,0.001,7599,7555,8326,7326,1.01,NA,0.0154223086498523,0.0703694335663479,Unchanged,8.224,0.191,7.766,8.481,0.049,0.035,15,15,14,99,1.61,NA,0.024235653076672,0.0683196090218443,Unchanged,Unchanged Unchanged
UBE2O,Max,20.401,0.957,18.522,22.108,0.015,0.01,4200,4200,4213,5711,1,NA,0.481979964367793,0.269338299102914,Unchanged,20.929,1.269,19.891,23.645,0.458,0.337,8,8,7,115,2.22,NA,0.419617304730227,0.280768106349294,Unchanged,Unchanged Unchanged
UBE2O,Slope,12.299,15.91,1.265,43.524,0.651,0.526,597,459,1195,462,1.01,NA,2.25142146994798,0.365883808070061,Unchanged,2.471,1.348,0.868,4.111,0.666,0.514,4,4,5,31,2.24,NA,1.3007734047166,1.98062544470659,Unchanged,NA
UBE2O,dof,2.482,1.536,0.745,4.932,0.024,0.017,4014,4014,3076,1378,1,NA,0.553626455720373,0.30773408920949,Unchanged,4.444,6.096,0.079,16.438,2.209,1.626,8,8,5,16,2.02,NA,1.33300825583157,0.357054627168342,Unchanged,NA
UBE2O,k,0.195,0.575,-0.92,1.277,0.009,0.006,4103,3975,3967,3569,1,NA,3.60733031374961,3.33355234007741,Unchanged,-0.116,0.48,-1.179,0.822,0.048,0.059,102,34,50,105,2.13,NA,-0.949373926930032,-1.35868519415264,Unchanged,NA
UBE2O,sigma,2.551,0.647,1.386,3.822,0.011,0.008,3245,3245,2926,1497,1,NA,0.251431048925925,0.200121045105834,Unchanged,0.932,0.995,0,2.371,0.468,0.355,5,5,5,11,2.24,NA,0.102634912209801,0.129237491528661,Unchanged,NA
UBQLN1,MP,5.861,0.085,5.722,5.997,0.009,0.006,91,89,90,214,1.04,NA,-0.0229546707527801,-0.112274964654826,Unchanged,8.079,0.116,7.864,8.292,0.001,0.001,10877,10877,10750,7731,1,NA,-0.00142788089437787,-0.00520252006882247,Unchanged,Unchanged Unchanged
UBQLN1,Max,19.096,0.647,17.951,20.349,0.04,0.028,261,261,255,266,1.01,NA,0.386610565091493,0.264194273074496,Unchanged,16.049,0.453,15.228,16.911,0.005,0.004,7627,7602,7679,7960,1,NA,0.036597331318013,0.0365720139614462,Unchanged,Unchanged Unchanged
UBQLN1,Slope,6.824,10.87,1.587,32.626,2.047,1.462,28,28,67,35,1.06,NA,1.40157000320029,0.26577059502987,Unchanged,0.946,0.085,0.789,1.105,0.001,0.001,6677,6235,7245,4054,1,NA,-0.0844095172727854,-0.411739046838133,Unchanged,NA
UBQLN1,dof,2.937,1.823,0.8,5.787,0.043,0.031,1770,1770,747,3626,1.01,NA,0.796466605914868,0.405656220898413,Unchanged,5.766,3.921,0.944,13.206,0.038,0.027,10884,10884,7447,4200,1,NA,1.70872027593739,0.528652779070627,Unchanged,NA
UBQLN1,k,0.076,0.438,-0.681,0.936,0.027,0.019,261,261,284,385,1.01,NA,2.24792751344359,2.42138411184543,Unchanged,-0.326,0.249,-0.832,0.114,0.003,0.002,8760,7800,8960,9311,1,NA,0.541373232173473,1.12682454185721,Unchanged,NA
UBQLN1,sigma,1.547,0.363,0.874,2.234,0.013,0.009,783,783,810,1583,1.01,NA,-0.470158653227512,-0.500826703096019,Unchanged,0.721,0.151,0.439,1.005,0.002,0.001,6526,6526,6419,3672,1,NA,-0.267695783203657,-0.689910089442084,Unchanged,NA
UBQLN2,MP,5.727,0.477,4.984,6.69,0.007,0.005,4223,4178,4537,6621,1,NA,-0.0563219046263824,-0.110602775504548,Unchanged,8.188,0.17,7.849,8.499,0.002,0.001,8146,8146,8362,8895,1,NA,0.0179064909062047,0.052941650207523,Unchanged,Unchanged Unchanged
UBQLN2,Max,19.12,2.924,13.459,24.437,0.04,0.029,5220,5177,5261,6333,1,NA,0.388422616877827,0.124055826698768,Unchanged,18.132,0.818,16.515,19.599,0.009,0.006,8222,8208,8269,10312,1,NA,0.21265199064881,0.156983419528833,Unchanged,Unchanged Unchanged
UBQLN2,Slope,35.585,29.712,0.333,90.45,0.336,0.237,7841,7841,6302,9578,1,NA,3.78414968739917,0.421124918140075,Unchanged,0.963,0.122,0.744,1.199,0.001,0.001,7806,7806,7680,9777,1,NA,-0.0587139027687213,-0.238676373517503,Unchanged,NA
UBQLN2,dof,12.411,5.802,2.666,23.024,0.064,0.045,8264,8264,7313,7298,1,NA,2.87567079854631,0.724906285363482,Unchanged,2.71,2.675,0.555,7.101,0.033,0.023,6628,6628,5822,9577,1,NA,0.619442290683713,0.262296837527504,Unchanged,NA
UBQLN2,k,0.668,2.411,-3.73,5.297,0.035,0.024,4870,4870,4886,7327,1,NA,5.38370429247405,2.45440299315367,Unchanged,-0.32,0.358,-1.065,0.314,0.004,0.004,6935,4819,7760,6702,1,NA,0.514573172829758,0.887094924309906,Unchanged,NA
UBQLN2,sigma,8.183,1.061,6.259,10.171,0.012,0.008,7820,7820,7734,6970,1,NA,1.93299800191271,1.21407210056344,Up,1.141,0.435,0.443,1.961,0.006,0.004,5350,5350,5296,7505,1,NA,0.394531843844202,0.62087669419507,Unchanged,NA
UBXN1,MP,6.208,0.154,5.975,6.507,0.003,0.002,2397,2397,1955,11062,1,NA,0.0600270494356514,0.211090839217246,Unchanged,7.433,0.162,7.131,7.739,0.002,0.001,11253,11253,11299,12211,1,NA,-0.121660003438816,-0.371911579921726,Unchanged,Unchanged Unchanged
UBXN1,Max,44.676,1.99,40.834,48.307,0.029,0.02,4728,4728,4722,4338,1,NA,1.61284011558239,0.624335595686337,Unchanged,39.156,1.583,36.269,42.208,0.018,0.013,7461,7390,7645,9201,1,NA,1.32334731757585,0.703977365664435,Unchanged,Unchanged Unchanged
UBXN1,Slope,4.286,6.069,1.008,15.592,0.431,0.307,199,195,677,209,1.01,NA,0.730584206558547,0.20210541371501,Unchanged,0.919,0.119,0.7,1.144,0.001,0.001,8124,8124,7990,9850,1,NA,-0.126184839323146,-0.519265983614318,Unchanged,NA
UBXN1,dof,10.722,5.692,1.992,21.164,0.071,0.05,6363,6363,5638,7975,1,NA,2.66462547535266,0.692169914523189,Unchanged,9.533,5.851,1.246,20.323,0.061,0.043,9111,9111,6468,4991,1,NA,2.43407973550998,0.603753919972239,Unchanged,NA
UBXN1,k,-0.013,1.521,-2.856,2.908,0.021,0.015,5183,5183,5138,5503,1,NA,NA,NA,Unchanged,-1.223,1.063,-3.341,0.691,0.012,0.009,7639,6665,7876,9265,1,NA,2.44885376646978,2.46892374798122,Unchanged,NA
UBXN1,sigma,4.81,0.7,3.488,6.139,0.009,0.007,5544,5435,5676,5738,1,NA,1.16640504398086,0.889932407583873,Unchanged,2.5,0.476,1.571,3.409,0.006,0.005,5586,5586,5703,3646,1,NA,1.52616114710497,2.1826636776503,Up,NA
UFD1,MP,5.733,0.244,5.242,6.112,0.006,0.005,1421,1412,1254,1755,1.01,NA,-0.0548112290528637,-0.15072598138058,Unchanged,8.562,0.768,7.962,9.878,0.38,0.291,4,4,7,14,1.59,NA,0.0823432240797136,0.141799200160531,Unchanged,Unchanged Unchanged
UFD1,Max,27.569,2.39,23.382,32.132,0.07,0.049,1178,1178,1107,2289,1.01,NA,0.916387031520046,0.327830366008183,Unchanged,15.468,0.385,14.791,16.299,0.057,0.041,45,45,39,2228,1.07,NA,-0.0165994061543679,-0.0175240061835734,Unchanged,Unchanged Unchanged
UFD1,Slope,11.054,19.522,1.019,48.613,1.213,0.858,259,259,462,449,1.01,NA,2.09744896909616,0.321189467429296,Unchanged,3.112,3.742,0.841,9.591,1.869,1.432,4,4,7,18,1.57,NA,1.63352045437401,1.51424005459841,Unchanged,NA
UFD1,dof,10.528,5.755,1.583,20.842,0.115,0.081,2497,2497,2716,2827,1,NA,2.63828282932526,0.683777391958604,Unchanged,0.535,0.266,0.145,0.906,0.114,0.085,5,5,7,29,1.53,NA,-1.72123976426901,-2.13761380174715,Down,NA
UFD1,k,0.364,1.971,-3.062,4.195,0.082,0.062,578,504,564,137,1.01,NA,4.5077946401987,2.29203875580601,Unchanged,-0.17,0.176,-0.515,0.041,0.05,0.036,12,12,11,3877,1.27,NA,-0.397963985919902,-1.08046689054596,Unchanged,NA
UFD1,sigma,5.408,0.791,3.906,6.911,0.014,0.01,3411,3411,3374,4230,1,NA,1.33546330160564,0.957022651404105,Unchanged,0.354,0.252,0,0.725,0.104,0.077,6,6,7,21,1.53,NA,-1.29394568236148,-2.94649849884428,Down,NA
UIMC1,MP,5.963,0.091,5.788,6.11,0.002,0.001,2207,2207,3946,3535,1,NA,0.00193682867269376,0.00875470418002118,Unchanged,7.764,0.067,7.634,7.888,0.001,0,12558,12558,13181,11451,1,NA,-0.0588044934035422,-0.278123266019996,Unchanged,Unchanged Unchanged
UIMC1,Max,13.5,0.475,12.684,14.425,0.008,0.006,3422,3408,3597,6062,1,NA,-0.113700499164728,-0.0911879088231796,Unchanged,20.796,0.391,20.093,21.551,0.004,0.003,10238,10230,10358,11188,1,NA,0.410419984644151,0.440647443610373,Unchanged,Unchanged Unchanged
UIMC1,Slope,16.079,21.072,1.746,58.812,0.846,0.64,621,543,1024,555,1,NA,2.63805813531753,0.368928020022513,Unchanged,1.068,0.067,0.944,1.197,0.001,0,11183,11102,11442,11760,1,NA,0.0905900410753735,0.493849223794378,Unchanged,NA
UIMC1,dof,1.141,0.503,0.423,2.019,0.01,0.007,2401,2401,1727,1561,1,NA,-0.567577868121302,-0.510998072496904,Unchanged,1.409,0.563,0.557,2.379,0.005,0.004,11363,11363,10942,9299,1,NA,-0.324178949247884,-0.260190135067381,Unchanged,NA
UIMC1,k,0.084,0.269,-0.465,0.585,0.004,0.003,3680,3488,3672,2115,1,NA,2.39231742277876,3.19786811728428,Unchanged,-0.211,0.205,-0.604,0.165,0.002,0.002,8653,5719,9643,8209,1,NA,-0.086255733350419,-0.199126879884825,Unchanged,NA
UIMC1,sigma,1.109,0.464,0.285,1.967,0.011,0.008,1791,1791,1522,1158,1,NA,-0.950372484514838,-0.910318471757507,Unchanged,0.534,0.174,0.245,0.869,0.002,0.001,8790,8790,8232,6792,1,NA,-0.700855300756925,-1.7202645873179,Unchanged,NA
ULK1,MP,5.866,0.109,5.667,6.004,0.004,0.003,619,606,290,135,1.01,NA,-0.0217244369945207,-0.0959868601921667,Unchanged,8.741,0.176,8.417,9.047,0.002,0.002,5636,5636,6454,5072,1,NA,0.112193726910702,0.336931772177622,Unchanged,Unchanged Unchanged
ULK1,Max,15.709,0.686,14.403,16.931,0.027,0.019,642,642,622,523,1.01,NA,0.10493143835682,0.0698379305478392,Unchanged,10.136,0.397,9.435,10.851,0.007,0.005,3000,3000,4400,2647,1,NA,-0.626397646096366,-0.682432981015832,Unchanged,Unchanged Unchanged
ULK1,Slope,11.09,16.661,1.793,40.121,2.197,1.698,58,49,167,60,1.02,NA,2.10213981693107,0.35871498107471,Unchanged,0.879,0.105,0.706,1.064,0.001,0.001,5595,5053,6982,5962,1,NA,-0.190386535468776,-0.872506954180135,Unchanged,NA
ULK1,dof,7.485,4.881,1.249,16.474,0.105,0.074,2148,2148,1959,5118,1,NA,2.1461256565358,0.625585607913772,Unchanged,1.407,1.639,0.458,2.338,0.035,0.025,2177,2177,4281,2047,1,NA,-0.326228232320988,-0.257764331379388,Unchanged,NA
ULK1,k,0.329,0.581,-0.655,1.516,0.028,0.022,425,335,426,346,1.01,NA,4.36194377373524,4.05495974244215,Unchanged,-0.112,0.142,-0.389,0.135,0.002,0.001,7181,4776,8554,6681,1,NA,-1,-2.79665853498984,Unchanged,NA
ULK1,sigma,1.758,0.3,1.188,2.329,0.005,0.004,3661,3661,3626,4691,1,NA,-0.285696779533143,-0.332257673487813,Unchanged,0.414,0.196,0.136,0.739,0.004,0.003,2221,1884,3400,2104,1,NA,-1.06806427494515,-2.66684585795624,Down,NA
UNC119B,MP,5.744,0.347,5.01,6.2,0.006,0.004,3020,2986,3273,2765,1,NA,-0.0520457589284251,-0.122374257880464,Unchanged,7.728,0.212,7.387,8.208,0.02,0.014,113,113,42,849,1.07,NA,-0.0655095172814329,-0.172336189780115,Unchanged,Unchanged Unchanged
UNC119B,Max,17.889,2.163,13.848,21.604,0.053,0.037,1680,1680,1708,4997,1,NA,0.292412836155043,0.111109656112619,Unchanged,16.415,0.464,15.638,16.951,0.109,0.078,18,18,18,1205,1.15,NA,0.0691286742231677,0.0782109177366343,Unchanged,Unchanged Unchanged
UNC119B,Slope,22.611,26.829,0.262,75.317,0.587,0.415,2089,2089,1801,6928,1,NA,3.12990524994008,0.381669425408596,Unchanged,2.47,1.491,0.971,5.097,0.731,0.565,4,4,7,40,1.55,NA,1.30018943585986,1.75515793057245,Unchanged,NA
UNC119B,dof,7.631,6.045,0.501,18.593,0.154,0.109,1547,1547,984,904,1.01,NA,2.17399546684116,0.581333831011889,Unchanged,0.722,1.198,0.059,1.593,0.187,0.133,41,41,7,26,1.57,NA,-1.28877981867035,-1.12731750179014,Down,NA
UNC119B,k,0.497,1.478,-2.252,3.468,0.025,0.018,3501,3272,3532,5217,1,NA,4.95710204156229,2.83900554001427,Unchanged,-0.049,0.162,-0.384,0.207,0.01,0.007,289,289,62,1259,1.17,NA,-2.1926450779424,-5.77403862568302,Unchanged,NA
UNC119B,sigma,4.616,1.541,1.342,6.792,0.053,0.038,831,831,1014,1267,1.01,NA,1.10701137396893,0.589069217792349,Unchanged,0.406,0.475,0,1.227,0.123,0.089,15,15,7,18,1.58,NA,-1.0962153152593,-1.91881350139508,Unchanged,NA
URI1,MP,5.841,0.36,5.284,6.193,0.017,0.013,463,397,1996,1311,1,NA,-0.0278861233100255,-0.075021269312576,Unchanged,8.174,0.124,7.944,8.409,0.001,0.001,15265,15259,15297,13556,1,NA,0.0154376319034525,0.053963221833814,Unchanged,Unchanged Unchanged
URI1,Max,17.712,2.676,14.191,21.18,0.106,0.082,633,536,1965,962,1,NA,0.278067220791268,0.111305479922802,Unchanged,17.564,0.466,16.713,18.473,0.005,0.004,8229,8212,8276,10696,1,NA,0.166735363889366,0.162934444733091,Unchanged,Unchanged Unchanged
URI1,Slope,10.781,16.383,0.207,42.439,0.483,0.342,1150,1150,1081,996,1.01,NA,2.06137145402369,0.335105401569897,Unchanged,0.848,0.071,0.713,0.977,0.001,0.001,9955,9955,9962,12636,1,NA,-0.242185436048981,-1.29246930905559,Down,NA
URI1,dof,3.928,3.234,0.81,9.874,0.073,0.052,1966,1966,2912,1947,1,NA,1.21591826990471,0.45936160086302,Unchanged,12.441,5.871,2.854,23.206,0.046,0.032,16521,16521,14555,11681,1,NA,2.8181799870696,0.676776674574384,Unchanged,NA
URI1,k,0.051,1.528,-2.483,2.568,0.04,0.031,1428,1181,2314,1235,1,NA,1.6724253419715,1.01928222551474,Unchanged,-0.323,0.308,-0.895,0.257,0.003,0.003,8076,7480,8183,9537,1,NA,0.528035432636321,0.995960038137778,Unchanged,NA
URI1,sigma,3.37,0.824,1.946,4.953,0.015,0.011,2855,2784,2983,5197,1,NA,0.653116741392673,0.467882281783723,Unchanged,0.845,0.114,0.642,1.062,0.001,0.001,16293,16124,16336,13524,1,NA,-0.0387437012749327,-0.115913933576368,Unchanged,NA
USP34,MP,5.952,0.134,5.668,6.179,0.002,0.002,3402,3402,5490,3721,1,NA,-0.000726981643444884,-0.00260850216108446,Unchanged,8.488,0.162,8.199,8.795,0.002,0.001,7223,7223,7239,9666,1,NA,0.0698200447975586,0.215576124093691,Unchanged,Unchanged Unchanged
USP34,Max,20.262,1.278,17.869,22.641,0.022,0.016,3226,3226,3158,4065,1,NA,0.472116678738349,0.228703808266254,Unchanged,13.346,0.472,12.523,14.264,0.006,0.004,6598,6598,6696,8167,1,NA,-0.229478666724158,-0.225467759663759,Unchanged,Unchanged Unchanged
USP34,Slope,16.738,19.994,1.139,56.043,0.786,0.556,648,648,957,741,1,NA,2.69600760402338,0.384383834634693,Unchanged,1.07,0.111,0.876,1.275,0.001,0.001,7049,6975,7199,8442,1,NA,0.0932891906763288,0.404966461274141,Unchanged,NA
USP34,dof,12.395,5.836,2.929,23.198,0.098,0.069,3536,3536,3300,4409,1,NA,2.8738097065641,0.726025875202766,Unchanged,1.079,0.595,0.457,1.79,0.008,0.006,5729,5729,5680,4103,1,NA,-0.709155696069504,-0.665436660458518,Unchanged,NA
USP34,k,0.426,1.076,-1.627,2.392,0.019,0.014,3316,2998,3245,4555,1,NA,4.73470962022584,3.23497360326274,Unchanged,-0.141,0.143,-0.429,0.106,0.002,0.001,8831,6822,9494,8689,1,NA,-0.667803569658811,-1.84831901743249,Unchanged,NA
USP34,sigma,3.117,0.407,2.365,3.87,0.007,0.005,3151,3151,2991,2395,1,NA,0.540526304948821,0.547344906584038,Unchanged,0.513,0.206,0.184,0.879,0.003,0.002,4987,4987,4205,2528,1,NA,-0.758736216837425,-1.76464599244858,Unchanged,NA
VAC14,MP,11.873,2.858,7.054,17.293,0.038,0.028,5550,5395,5466,7294,1,NA,0.995511099560356,0.79798649436172,Unchanged,8.078,0.184,7.731,8.417,0.002,0.001,13938,13938,13925,13214,1,NA,-0.0016064654141195,-0.00462330972003585,Unchanged,Unchanged Unchanged
VAC14,Max,59.733,16.423,33.519,92.811,0.23,0.166,5090,4895,5096,4959,1,NA,2.03186827434485,0.279236232548438,Unchanged,21.487,0.909,19.83,23.234,0.01,0.007,8126,8016,8373,9301,1,NA,0.457577993059789,0.321522870556636,Unchanged,Unchanged Unchanged
VAC14,Slope,0.231,0.279,0.123,0.34,0.005,0.004,2706,2706,5859,8186,1,NA,-3.48308288670194,-7.89914230291673,Down,0.955,0.138,0.711,1.218,0.001,0.001,8847,8847,8640,10271,1,NA,-0.0707489676890695,-0.272452192549174,Unchanged,NA
VAC14,dof,11.988,5.744,2.586,22.463,0.053,0.037,11793,11793,10084,8577,1,NA,2.82564242410359,0.720861840941607,Unchanged,9.992,5.7,1.268,20.323,0.049,0.035,13442,13442,10596,8324,1,NA,2.50192291605044,0.620940019637187,Unchanged,NA
VAC14,k,-4.904,3.813,-12.271,1.982,0.039,0.029,9476,8669,9561,9617,1,NA,NA,NA,Unchanged,-0.457,0.575,-1.534,0.63,0.006,0.005,8179,6602,8397,9330,1,NA,1.02869543300047,1.41567404691133,Unchanged,NA
VAC14,sigma,6,0.728,4.65,7.402,0.007,0.005,9456,9456,9380,8327,1,NA,1.4853306507067,1.11227307770674,Up,1.67,0.275,1.173,2.21,0.003,0.002,10237,10237,10367,7332,1,NA,0.944081154916935,1.79754235413471,Up,NA
VAMP3,MP,5.691,0.319,5.033,6.037,0.006,0.004,3191,3187,3402,6493,1,NA,-0.0654193286188445,-0.167462446790331,Unchanged,7.979,0.113,7.769,8.193,0.001,0.001,14358,14355,14413,13726,1,NA,-0.0193966651883083,-0.0710048161351647,Unchanged,Unchanged Unchanged
VAMP3,Max,8.978,0.946,7.167,10.728,0.013,0.009,5090,5023,5141,6292,1,NA,-0.702193905074739,-0.393772460418154,Unchanged,12.724,0.341,12.086,13.37,0.003,0.002,10655,10627,10716,11850,1,NA,-0.298333798697662,-0.341319784934999,Unchanged,Unchanged Unchanged
VAMP3,Slope,27.49,27.715,0.651,80.916,0.457,0.323,3675,3675,3873,3572,1,NA,3.41178735828232,0.402313722195819,Unchanged,0.951,0.083,0.8,1.108,0.001,0.001,11869,11869,11705,13019,1,NA,-0.0768043597516172,-0.37947633234405,Unchanged,NA
VAMP3,dof,9.853,5.504,1.611,20,0.065,0.046,7124,7124,6377,7161,1,NA,2.54268639742591,0.674409992335824,Unchanged,8.615,5.286,1.379,18.473,0.048,0.034,12046,12046,10413,11416,1,NA,2.28800023555479,0.599534828777657,Unchanged,NA
VAMP3,k,0.258,0.758,-1.22,1.633,0.011,0.008,5127,4457,5236,5789,1,NA,4.01122725542325,3.25284056471695,Unchanged,-0.239,0.216,-0.649,0.172,0.002,0.002,9883,8249,10121,10297,1,NA,0.0935118859231443,0.208929768999417,Unchanged,NA
VAMP3,sigma,2.341,0.365,1.68,3.049,0.004,0.003,6737,6737,6626,5906,1,NA,0.127493084435465,0.135362199037097,Unchanged,0.611,0.105,0.413,0.806,0.001,0.001,10912,10912,10651,9528,1,NA,-0.50652266262575,-1.56661322215383,Down,NA
VAPB,MP,5.871,0.106,5.668,6.028,0.002,0.002,2487,2481,2119,5189,1,NA,-0.0204952514035162,-0.0876153510856272,Unchanged,7.798,0.129,7.548,8.041,0.002,0.001,6106,6106,6471,5330,1,NA,-0.0525004567195701,-0.178231018121478,Unchanged,Unchanged Unchanged
VAPB,Max,15.014,0.76,13.798,16.467,0.022,0.016,1191,1191,1113,5314,1,NA,0.0396484816686927,0.0256818641536406,Unchanged,19.523,0.72,18.123,20.76,0.011,0.008,4092,4092,5098,4503,1,NA,0.319288685848741,0.254900085776022,Unchanged,Unchanged Unchanged
VAPB,Slope,6.68,12.341,1.228,26.109,0.539,0.426,525,420,1475,869,1.01,NA,1.37080045924341,0.290326260854038,Unchanged,0.91,0.09,0.75,1.068,0.001,0.001,5941,5623,6782,6397,1,NA,-0.140383155526122,-0.68261467368059,Unchanged,NA
VAPB,dof,1.048,0.474,0.365,1.869,0.021,0.015,510,510,302,245,1.01,NA,-0.690237942872533,-0.640155032514304,Unchanged,2.215,2.637,0.482,6.087,0.043,0.031,3701,3701,3809,4752,1,NA,0.32845613788486,0.150303736150427,Unchanged,NA
VAPB,k,0.059,0.383,-0.642,0.84,0.007,0.005,2963,2892,3299,2154,1,NA,1.88264304936184,2.11826494370591,Unchanged,-0.372,0.349,-1.048,0.265,0.004,0.003,7333,5524,7831,7479,1,NA,0.731803889050427,1.29290744694062,Unchanged,NA
VAPB,sigma,1.15,0.568,0.225,2.12,0.031,0.022,330,330,236,116,1.01,NA,-0.89799798884481,-0.81036981139498,Unchanged,0.755,0.359,0.248,1.501,0.006,0.004,3302,3302,3296,3084,1,NA,-0.201218398232038,-0.348538962210063,Unchanged,NA
VAT1,MP,5.851,0.137,5.6,6.016,0.003,0.002,2019,2014,1786,4474,1,NA,-0.0254182899322068,-0.101082941154774,Unchanged,6.911,0.406,6.382,7.478,0.194,0.147,4,4,5,11,2.74,NA,-0.226710132294677,-0.516189682125399,Unchanged,Unchanged Unchanged
VAT1,Max,17.178,0.7,15.839,18.486,0.012,0.008,3562,3562,3505,5103,1,NA,0.233902169730226,0.152135844767062,Unchanged,13.369,0.467,12.229,13.711,0.194,0.145,6,6,10,29,2.3,NA,-0.226994519680265,-0.241731244254128,Unchanged,Unchanged Unchanged
VAT1,Slope,13.529,18.287,1.422,52.334,0.816,0.611,503,449,927,435,1,NA,2.38893565746,0.353704323953672,Unchanged,3.33,0.519,2.601,3.932,0.233,0.176,5,5,6,11,2.26,NA,1.73120057134644,4.11464658294565,Up,NA
VAT1,dof,3.715,2.565,0.738,8.234,0.059,0.041,1914,1914,2032,2468,1,NA,1.13548555101598,0.471712164888048,Unchanged,0.141,0.044,0.08,0.225,0.014,0.01,10,10,10,49,1.32,NA,-3.64508349315873,-10.3705951879903,Down,NA
VAT1,k,0.185,0.524,-0.786,1.209,0.009,0.007,3364,2801,3364,2687,1,NA,3.53138146051631,3.42459783784868,Unchanged,0,0.001,-0.001,0.001,0,0,780,256,38,25,1.44,NA,-Inf,-Inf,Up,NA
VAT1,sigma,1.968,0.486,1.049,2.896,0.011,0.008,2097,2002,2099,1428,1,NA,-0.122901629337308,-0.112340587259938,Unchanged,0.002,0.007,0,0.008,0.001,0.001,34,34,5,21,1.98,NA,-8.76155123244448,-189.930710553724,Down,NA
VBP1,MP,6.684,0.219,6.232,7.123,0.005,0.003,2297,2297,2350,1898,1,NA,0.166610225309712,0.452731805392663,Unchanged,8.332,0.473,7.451,9.172,0.005,0.004,9032,8385,10742,9228,1,NA,0.043058227923441,0.0782364945401083,Unchanged,Unchanged Unchanged
VBP1,Max,14.538,0.666,13.255,15.664,0.011,0.008,3839,3839,4017,5822,1,NA,-0.00683109581778109,-0.00465742904957412,Unchanged,18.852,2.298,15.05,22.792,0.033,0.026,4908,4036,6701,6829,1,NA,0.268831510778177,0.125255010106629,Unchanged,Unchanged Unchanged
VBP1,Slope,4.918,10.711,0.841,18.226,0.429,0.303,624,624,911,576,1,NA,0.929024091478082,0.235388707338371,Unchanged,0.812,0.496,0.368,1.293,0.01,0.008,2247,1794,6782,7615,1,NA,-0.304769973427004,-0.868911390355396,Unchanged,NA
VBP1,dof,1,0.341,0.424,1.587,0.005,0.004,3905,3905,3043,2235,1,NA,-0.757876659747896,-0.799316776035348,Unchanged,11.275,6.029,1.363,21.961,0.057,0.04,11332,11332,7800,4472,1,NA,2.67620496747258,0.638832567441425,Unchanged,NA
VBP1,k,-0.002,0.327,-0.643,0.624,0.006,0.004,2755,2755,2764,1395,1,NA,NA,NA,Unchanged,-0.47,1.187,-2.763,1.585,0.015,0.014,6299,3496,7536,6596,1,NA,1.0691620245074,1.03801551245844,Unchanged,NA
VBP1,sigma,1.259,0.473,0.322,2.067,0.009,0.006,2897,2897,2549,1690,1,NA,-0.767353566957531,-0.721622885011937,Unchanged,2.803,0.439,2.011,3.666,0.006,0.004,6044,6044,6990,4261,1,NA,1.69120479658801,2.54892105263982,Up,NA
VCPIP1,MP,6.062,0.151,5.837,6.38,0.003,0.002,2384,2352,4131,2510,1,NA,0.0256923440328528,0.0894297506874346,Unchanged,8.39,0.207,8.01,8.791,0.002,0.001,14039,13993,14181,11917,1,NA,0.0530661992099796,0.143131799755602,Unchanged,Unchanged Unchanged
VCPIP1,Max,14.391,0.925,12.679,16.137,0.014,0.01,4533,4533,4475,5530,1,NA,-0.0214930610676394,-0.0122309459992578,Unchanged,16.994,0.876,15.331,18.622,0.01,0.007,7530,7446,7747,8837,1,NA,0.119139394312645,0.0851398663044676,Unchanged,Unchanged Unchanged
