target,Param,mean_PV,sd_PV,hpd_3%_PV,hpd_97%_PV,mcse_mean_PV,mcse_sd_PV,ess_mean_PV,ess_sd_PV,ess_bulk_PV,ess_tail_PV,r_hat_PV,class_PV,FC_PV,SigFactor_PV,Status_PV,mean_CVB,sd_CVB,hpd_3%_CVB,hpd_97%_CVB,mcse_mean_CVB,mcse_sd_CVB,ess_mean_CVB,ess_sd_CVB,ess_bulk_CVB,ess_tail_CVB,r_hat_CVB,class_CVB,FC_CVB,SigFactor_CVB,Status_CVB,CVB_PV
DDX10,sigma,0.661,0.379,0.142,1.401,0.007,0.005,2670,2670,2673,3050,1,NA,-1.69690967316886,-1.87870398842318,Down,0.076,0.11,0,0.203,0.022,0.016,26,26,7,11,1.6,NA,-3.51362371900089,-15.1205090659419,Down,NA
DDX41,MP,6.138,0.263,5.826,6.862,0.008,0.006,1039,1024,1288,2461,1.01,NA,0.0436671377150086,0.110040626452282,Unchanged,8.297,0.158,7.988,8.58,0.002,0.001,7967,7967,8403,8931,1,NA,0.0369851747038106,0.114580440413012,Unchanged,Unchanged Unchanged
DDX41,Max,19.042,2.768,15.514,24.272,0.128,0.09,471,471,417,1214,1.01,NA,0.382525107843089,0.136782880853137,Unchanged,33.159,1.073,31.134,35.182,0.012,0.009,7795,7746,7898,8649,1,NA,1.08351442340182,0.698161606202582,Unchanged,Unchanged Unchanged
DDX41,Slope,18.289,22.752,0.863,61.623,0.738,0.522,952,952,991,2155,1.01,NA,2.82385664546385,0.382718766573704,Unchanged,0.831,0.079,0.682,0.98,0.001,0.001,8393,8393,8297,9832,1,NA,-0.271401223841836,-1.36325735416553,Down,NA
DDX41,dof,4.812,6.141,0.268,17.188,0.275,0.195,498,498,259,183,1.02,NA,1.50875998276609,0.417186484587794,Unchanged,3.74,3.578,0.461,10.35,0.043,0.03,6958,6958,3470,2162,1,NA,1.08418770921748,0.373515383979871,Unchanged,NA
DDX41,k,0.416,1.258,-1.982,3.197,0.026,0.026,2269,1206,2242,2672,1.01,NA,4.70043971814109,2.82912363780674,Unchanged,-0.562,0.566,-1.677,0.432,0.007,0.005,7358,5647,8173,7219,1,NA,1.32707139816332,1.84995466649229,Unchanged,NA
DDX41,sigma,3.646,2.552,0.229,7.571,0.147,0.104,300,300,256,223,1.02,NA,0.766682711362587,0.351496477432731,Unchanged,1.36,0.493,0.492,2.253,0.008,0.005,4101,4101,2943,1255,1,NA,0.647839703693223,0.946557638494837,Unchanged,NA
DDX6,MP,6.428,0.096,6.252,6.613,0.001,0.001,14515,14515,14471,13339,1,NA,0.110268420923617,0.47073420915985,Unchanged,7.486,0.129,7.242,7.723,0.001,0.001,14403,14403,14521,11882,1,NA,-0.111409563217244,-0.382907258892419,Unchanged,Unchanged Unchanged
DDX6,Max,38.231,1.164,36.092,40.471,0.012,0.009,9183,9160,9214,9895,1,NA,1.38808303048748,0.701943639125518,Unchanged,25.005,0.809,23.485,26.51,0.009,0.006,8753,8753,8792,10549,1,NA,0.67633052935776,0.504124517594888,Unchanged,Unchanged Unchanged
DDX6,Slope,1.738,0.253,1.267,2.199,0.002,0.002,10691,10691,10534,13418,1,NA,-0.5716195613036,-0.625525647733274,Unchanged,1.118,0.136,0.87,1.372,0.001,0.001,9854,9470,10547,10883,1,NA,0.15659858223101,0.606052360074061,Unchanged,NA
DDX6,dof,10.375,5.762,1.39,20.93,0.056,0.039,10722,10722,7248,3981,1,NA,2.61716277159903,0.673408675833313,Unchanged,7.961,5.267,0.944,17.91,0.051,0.036,10764,10764,6301,4200,1,NA,2.17409910158542,0.571833781251322,Unchanged,NA
DDX6,k,-0.352,0.854,-1.948,1.257,0.009,0.007,8598,7684,8722,8933,1,NA,NA,NA,Unchanged,-0.44,0.501,-1.414,0.486,0.005,0.004,9089,8395,9221,10106,1,NA,0.974004791467055,1.43050499856087,Unchanged,NA
DDX6,sigma,3.222,0.459,2.386,4.122,0.007,0.005,4806,4806,6654,3606,1,NA,0.588324644030021,0.554695544318484,Unchanged,1.395,0.3,0.818,1.941,0.004,0.003,5329,5329,5787,3836,1,NA,0.684498174272071,1.25239578599622,Unchanged,NA
DERL2,MP,6.089,0.227,5.724,6.656,0.004,0.003,2572,2508,3753,2489,1,NA,0.032103804853101,0.0852956251672741,Unchanged,8.521,0.202,8.158,8.91,0.002,0.002,8054,7999,8397,9129,1,NA,0.075418139463402,0.207305373817197,Unchanged,Unchanged Unchanged
DERL2,Max,20.125,1.51,17.397,23.099,0.023,0.016,4341,4341,4282,2372,1,NA,0.46232887678642,0.204885717105755,Unchanged,15.73,0.937,14.086,17.528,0.013,0.009,5098,5057,5245,6833,1,NA,0.00763259506587388,0.00533345096239375,Unchanged,Unchanged Unchanged
DERL2,Slope,20.144,24.801,0.953,71.366,1.086,0.886,522,393,1048,332,1,NA,2.96323063960102,0.373065446797825,Unchanged,0.756,0.104,0.577,0.963,0.001,0.001,5884,5884,5764,7486,1,NA,-0.407863466391108,-1.80009461670679,Down,NA
DERL2,dof,11.284,5.761,1.927,21.615,0.077,0.054,5590,5590,4821,5140,1,NA,2.73833000617559,0.701932317405413,Unchanged,6.656,4.879,0.947,16.087,0.055,0.039,7970,7970,6234,8353,1,NA,1.91580487258357,0.533419070797469,Unchanged,NA
DERL2,k,0.333,1.214,-1.902,2.692,0.018,0.013,4312,4312,4291,6828,1,NA,4.37937836707126,2.79868080269556,Unchanged,-0.512,0.367,-1.213,0.156,0.005,0.004,6391,5260,6986,6898,1,NA,1.1926450779424,2.06354803577121,Unchanged,NA
DERL2,sigma,3.881,0.572,2.821,4.985,0.01,0.007,3422,3422,3281,2373,1,NA,0.856796583108901,0.723538415909818,Unchanged,0.895,0.199,0.531,1.269,0.003,0.002,5655,5655,5555,6759,1,NA,0.0441926397071395,0.0997426595953191,Unchanged,NA
DGCR8,MP,5.86,0.257,5.155,6.149,0.005,0.004,2371,2371,3156,2874,1,NA,-0.0232008434418661,-0.0596882419353991,Unchanged,8.745,0.191,8.389,9.096,0.003,0.002,5614,5614,5525,9719,1,NA,0.112853772691809,0.319926372137754,Unchanged,Unchanged Unchanged
DGCR8,Max,14.438,1.198,12.201,16.702,0.02,0.014,3626,3616,3595,6755,1,NA,-0.0167889973126678,-0.00837422303851186,Unchanged,27.935,1.547,24.954,30.68,0.027,0.019,3360,3360,3311,2411,1,NA,0.836187744604216,0.453022365458456,Unchanged,Unchanged Unchanged
DGCR8,Slope,22.223,25.355,0.811,72.271,0.957,0.684,702,688,1147,531,1.01,NA,3.1049340383193,0.388031397270807,Unchanged,0.699,0.08,0.555,0.848,0.001,0.001,4552,4505,4604,7167,1,NA,-0.520957245236744,-2.63901860332687,Down,NA
DGCR8,dof,6.287,4.743,0.836,15.245,0.094,0.066,2570,2570,2380,5197,1,NA,1.89449510336848,0.567658074146599,Unchanged,7.292,5.517,0.743,17.591,0.076,0.054,5302,5302,2785,1539,1,NA,2.04746400048161,0.540408660349487,Unchanged,NA
DGCR8,k,0.313,0.918,-1.438,2.077,0.014,0.01,4486,4486,4288,6515,1,NA,4.29001884693262,3.13424492226053,Unchanged,-0.873,0.607,-2.077,0.185,0.007,0.006,6846,5584,7251,7135,1,NA,1.96248292157184,2.6415855031148,Unchanged,NA
DGCR8,sigma,3.11,0.723,1.724,4.437,0.014,0.01,2548,2548,2558,3106,1,NA,0.537282730341417,0.4052196355614,Unchanged,1.468,0.369,0.704,2.111,0.008,0.006,2195,2195,2323,1319,1,NA,0.758085020398733,1.23916759583726,Unchanged,NA
DHCR24,MP,5.901,0.1,5.697,6.052,0.004,0.003,592,587,562,8217,1.01,NA,-0.01314204975179,-0.0565753352915642,Unchanged,7.88,0.132,7.632,8.124,0.001,0.001,15901,15850,15956,13394,1,NA,-0.0374089817734674,-0.12712676689812,Unchanged,Unchanged Unchanged
DHCR24,Max,22.896,1.011,21.05,24.882,0.02,0.014,2492,2488,2462,4314,1.01,NA,0.648435670736384,0.350532603044511,Unchanged,18.312,0.607,17.19,19.471,0.007,0.005,8657,8612,8729,11279,1,NA,0.226903292318512,0.19476892711313,Unchanged,Unchanged Unchanged
DHCR24,Slope,9.153,14.868,1.721,39.719,2.19,1.562,46,46,106,52,1.04,NA,1.82519703718181,0.312806220627581,Unchanged,0.959,0.105,0.766,1.154,0.001,0.001,9803,9774,9849,12127,1,NA,-0.0647188855940497,-0.284897965045537,Unchanged,NA
DHCR24,dof,10.532,5.717,1.794,20.868,0.262,0.185,477,477,483,838,1.01,NA,2.63883086163608,0.687228114998457,Unchanged,9.267,5.398,1.455,19.313,0.046,0.032,13909,13909,11321,9794,1,NA,2.39325181079127,0.61355314908836,Unchanged,NA
DHCR24,k,0.192,0.773,-1.3,1.645,0.017,0.012,2105,2105,2064,2462,1.01,NA,3.58496250072116,2.86139861866883,Unchanged,-0.408,0.373,-1.091,0.314,0.004,0.003,9689,8466,9803,10082,1,NA,0.865070419913891,1.47746903206443,Unchanged,NA
DHCR24,sigma,2.894,0.382,2.122,3.594,0.01,0.007,1363,1363,1421,840,1.01,NA,0.433433071855177,0.443793194281621,Unchanged,1.054,0.176,0.735,1.405,0.002,0.001,10479,10479,10404,7977,1,NA,0.280107919192735,0.66350953405042,Unchanged,NA
DHRS7B,MP,6.072,0.228,5.68,6.663,0.005,0.003,2474,2424,3602,2534,1.01,NA,0.02807028266399,0.0726186603759584,Unchanged,8.038,0.16,7.742,8.356,0.002,0.001,8812,8771,9039,9464,1,NA,-0.00876803405846078,-0.0266723762374564,Unchanged,Unchanged Unchanged
DHRS7B,Max,18.019,1.557,15.075,20.963,0.029,0.021,2852,2844,2860,3561,1,NA,0.302859041721008,0.132078130705099,Unchanged,16.359,0.787,15.103,17.912,0.013,0.009,3926,3921,4212,6905,1,NA,0.0641984856032546,0.0496581379964865,Unchanged,Unchanged Unchanged
DHRS7B,Slope,19.092,22.982,0.841,64.395,1.275,1.004,325,262,652,275,1.01,NA,2.8858486929342,0.382426613184173,Unchanged,0.946,0.121,0.719,1.158,0.002,0.001,5100,5100,5029,8900,1,NA,-0.0844095172727854,-0.349327950588612,Unchanged,NA
DHRS7B,dof,10.324,5.746,1.773,20.839,0.112,0.079,2650,2650,2025,1839,1,NA,2.61005348168399,0.679876241855371,Unchanged,2.611,2.946,0.507,7.591,0.04,0.028,5390,5390,3644,5524,1,NA,0.565751896755321,0.230285686479071,Unchanged,NA
DHRS7B,k,0.39,1.237,-1.94,2.752,0.023,0.017,2775,2775,2766,3105,1.01,NA,4.60733031374961,2.91344445764116,Unchanged,-0.32,0.309,-0.967,0.207,0.004,0.003,5983,4879,6781,7055,1,NA,0.514573172829758,0.961431127835097,Unchanged,NA
DHRS7B,sigma,3.999,0.612,2.777,5.076,0.015,0.01,1756,1756,1671,909,1,NA,0.900007431133582,0.737376184377457,Unchanged,0.952,0.39,0.328,1.711,0.007,0.005,3382,3382,2876,3114,1,NA,0.133266530863464,0.219719794484692,Unchanged,NA
DHX36,MP,6.112,0.298,5.732,6.96,0.006,0.004,2886,2876,3490,3471,1,NA,0.0375430352842725,0.0868977245092221,Unchanged,8.32,0.356,7.792,9.006,0.006,0.004,3905,3898,4129,5954,1,NA,0.0409789169112485,0.0886532779744263,Unchanged,Unchanged Unchanged
DHX36,Max,14.057,1.11,11.997,16.146,0.018,0.013,3658,3658,3646,6540,1,NA,-0.0553711745433917,-0.0287664512683491,Unchanged,16.342,0.554,15.336,17.309,0.009,0.006,3904,3762,4836,4704,1,NA,0.0626984814501988,0.0578675368542262,Unchanged,Unchanged Unchanged
DHX36,Slope,22.005,26.162,0.955,75.819,0.916,0.68,816,741,1557,433,1,NA,3.09071182316391,0.377370541250271,Unchanged,1.084,0.229,0.72,1.523,0.004,0.003,3554,3480,3677,4813,1,NA,0.112043150741691,0.342848078585814,Unchanged,NA
DHX36,dof,10.456,5.977,1.711,21.394,0.221,0.21,731,405,1415,403,1,NA,2.62838248138545,0.673834387981515,Unchanged,1.195,1.118,0.38,2.139,0.019,0.013,3495,3495,2352,1175,1,NA,-0.56183994268941,-0.458944208720514,Unchanged,NA
DHX36,k,0.302,0.898,-1.406,1.931,0.016,0.011,3069,3069,3049,5470,1,NA,4.23840473932508,3.17804994943597,Unchanged,-0.19,0.293,-0.755,0.296,0.004,0.003,4548,3883,5850,4661,1,NA,-0.237499313726656,-0.468992705394564,Unchanged,NA
DHX36,sigma,3.279,0.441,2.454,4.126,0.006,0.005,4786,4786,4729,5360,1,NA,0.613624051716513,0.589517544372801,Unchanged,0.796,0.417,0.159,1.538,0.008,0.005,2907,2907,1887,826,1,NA,-0.12492661190083,-0.206268072535404,Unchanged,NA
DHX37,MP,6.469,0.265,6.05,6.985,0.008,0.006,1118,1091,983,378,1,NA,0.119441204662629,0.316830202958549,Unchanged,9.094,0.228,8.682,9.543,0.002,0.002,10947,10898,11080,11183,1,NA,0.169310392627334,0.434936351664949,Unchanged,Unchanged Unchanged
DHX37,Max,14.616,0.955,12.802,16.412,0.018,0.013,2671,2671,2672,4101,1,NA,0.000888632637204693,0.000494929031458835,Unchanged,16.301,0.831,14.77,17.882,0.01,0.007,7435,7373,7587,8177,1,NA,0.0590743949519551,0.0434131206503065,Unchanged,Unchanged Unchanged
DHX37,Slope,10.074,17.307,1.057,46.41,0.797,0.564,472,472,772,644,1.01,NA,1.96351708754019,0.308019116102246,Unchanged,0.849,0.138,0.606,1.109,0.002,0.001,8163,8163,8110,10185,1,NA,-0.240485147059142,-0.929776243554346,Unchanged,NA
DHX37,dof,9.951,5.403,1.978,20.168,0.094,0.073,3280,2737,3839,2869,1,NA,2.5569648530992,0.681896815013791,Unchanged,10.524,5.707,1.759,21.067,0.047,0.033,14757,14757,11838,9124,1,NA,2.57676068760837,0.6353099301481,Unchanged,NA
DHX37,k,0.287,0.757,-1.129,1.697,0.014,0.011,2726,2478,2723,2877,1,NA,4.16490692667569,3.3935606659652,Unchanged,-0.32,0.42,-1.101,0.487,0.005,0.003,8265,7543,8434,9428,1,NA,0.514573172829758,0.826660104072205,Unchanged,NA
DHX37,sigma,2.585,0.363,1.919,3.278,0.007,0.005,2699,2699,2679,6528,1,NA,0.27053243052575,0.288285037971179,Unchanged,1.309,0.196,0.942,1.682,0.002,0.001,12002,12002,12132,8636,1,NA,0.592698149500761,1.33590905360366,Up,NA
DIABLO,MP,5.983,0.158,5.651,6.273,0.003,0.002,3834,3732,5588,4450,1,NA,0.00676755490347925,0.0220097343836022,Unchanged,8.306,0.131,8.044,8.547,0.002,0.001,6153,6153,6267,3690,1,NA,0.0385492603075888,0.129561426990084,Unchanged,Unchanged Unchanged
DIABLO,Max,17.521,1.363,15.001,20.154,0.019,0.014,5101,5057,5167,6063,1,NA,0.262425211755652,0.122334726575244,Unchanged,18.212,0.8,16.557,19.681,0.014,0.01,3474,3474,3911,2533,1,NA,0.219003288782024,0.160633691983731,Unchanged,Unchanged Unchanged
DIABLO,Slope,12.445,16.946,0.753,46.502,0.477,0.377,1262,1013,2161,1093,1,NA,2.2684466817504,0.354310292363821,Unchanged,0.998,0.146,0.708,1.26,0.002,0.002,3726,3237,4187,2782,1,NA,-0.0072098852749199,-0.0266092721193338,Unchanged,NA
DIABLO,dof,10.793,5.691,2.042,21.531,0.065,0.046,7552,7552,6830,7496,1,NA,2.67414736424289,0.688970792838104,Unchanged,1.073,0.421,0.423,1.848,0.006,0.004,4445,4445,2923,1553,1,NA,-0.717200484800999,-0.650898611196967,Unchanged,NA
DIABLO,k,0.305,1.116,-1.894,2.32,0.016,0.011,4810,4810,4873,6428,1,NA,4.25266543245025,2.83759458634597,Unchanged,-0.217,0.26,-0.78,0.185,0.003,0.003,5724,4521,6770,6146,1,NA,-0.0458036896131248,-0.0943934573276742,Unchanged,NA
DIABLO,sigma,3.058,0.465,2.23,3.975,0.006,0.004,5625,5625,5622,6807,1,NA,0.512956556684257,0.482386746161785,Unchanged,0.811,0.325,0.272,1.433,0.006,0.004,3135,3135,2260,981,1,NA,-0.0979931282272062,-0.176335069631614,Unchanged,NA
DIS3,MP,6.085,0.143,5.924,6.356,0.004,0.003,1319,1295,2461,1483,1,NA,0.0311557548496145,0.121583491421944,Unchanged,8.197,0.169,7.872,8.513,0.002,0.002,5874,5840,6153,6245,1,NA,0.0194913864416132,0.0580306430827129,Unchanged,Unchanged Unchanged
DIS3,Max,13.264,0.739,11.84,14.677,0.012,0.009,3561,3543,3570,4393,1,NA,-0.139143994494533,-0.0874196512161792,Unchanged,18.021,0.751,16.486,19.382,0.011,0.008,4742,4742,5362,4771,1,NA,0.203792994010451,0.155249956848563,Unchanged,Unchanged Unchanged
DIS3,Slope,20.913,21.387,1.517,62.553,0.535,0.41,1601,1359,2188,1712,1,NA,3.01728048488801,0.408007970180644,Unchanged,1.353,1.283,0.803,1.823,0.055,0.039,543,534,5012,3697,1,NA,0.431840233364357,1.17245773339919,Unchanged,NA
DIS3,dof,6.676,5.318,0.58,16.836,0.085,0.06,3906,3906,1721,772,1,NA,1.98110729495262,0.558870781734988,Unchanged,2.666,2.961,0.465,7.821,0.047,0.034,3901,3901,4149,4907,1,NA,0.595826219531452,0.238001093758828,Unchanged,NA
DIS3,k,0.16,0.576,-0.917,1.31,0.01,0.007,3311,3311,3380,4605,1,NA,3.32192809488736,3.04906381957361,Unchanged,-0.05,0.333,-0.705,0.594,0.004,0.004,5611,4182,6357,4988,1,NA,-2.16349873228288,-3.84288294839731,Unchanged,NA
DIS3,sigma,1.925,0.527,0.884,2.874,0.015,0.011,1255,1255,1420,570,1,NA,-0.154773404206921,-0.136295743716016,Unchanged,0.966,0.447,0.305,1.856,0.008,0.006,3227,2994,3364,4407,1,NA,0.154328146391294,0.240269377258674,Unchanged,NA
DKC1,MP,5.7,0.14,5.482,5.991,0.003,0.002,2453,2413,2578,1265,1,NA,-0.06313958881201,-0.226997494748598,Unchanged,8.653,0.53,7.631,9.17,0.202,0.151,7,7,8,80,1.43,NA,0.0975957912088286,0.187523389976667,Unchanged,Unchanged Unchanged
DKC1,Max,17.173,0.888,15.524,18.878,0.013,0.009,4421,4421,4407,6018,1,NA,0.233482183397636,0.134910728480051,Unchanged,17.305,1.193,14.36,18.855,0.251,0.18,23,23,28,87,1.36,NA,0.145302865815635,0.0888486532197905,Unchanged,Unchanged Unchanged
DKC1,Slope,3.923,5.16,1.169,10.323,0.199,0.141,670,670,2100,770,1,NA,0.602909691959095,0.210519731026144,Unchanged,1.649,4.094,0.563,1.694,0.183,0.129,501,501,18,98,1.45,NA,0.717269792825287,1.84937685598523,Unchanged,NA
DKC1,dof,2.846,2.072,0.704,6.064,0.033,0.023,3890,3890,3509,4011,1,NA,0.751059002116499,0.368979224788651,Unchanged,4.538,6.244,0.145,16.936,2.162,1.586,8,8,7,82,1.57,NA,1.36320604811482,0.360415471879799,Unchanged,NA
DKC1,k,0.021,0.68,-1.23,1.407,0.011,0.008,3521,3521,3694,3243,1,NA,0.39231742277876,0.330916883908286,Unchanged,-0.149,0.605,-1.644,0.865,0.063,0.067,93,41,70,85,1.44,NA,-0.588186401595443,-0.751743593960707,Unchanged,NA
DKC1,sigma,1.993,0.538,1.003,2.968,0.01,0.007,3009,3009,2882,3230,1,NA,-0.104690139837489,-0.0927762895598664,Unchanged,1.154,1.225,0.011,3.031,0.519,0.388,6,6,7,76,1.81,NA,0.410876276201003,0.458423398269404,Unchanged,NA
DNA2,MP,6.071,0.1,5.946,6.295,0.002,0.001,2700,2627,3516,5526,1,NA,0.0278326650992778,0.120842662790774,Unchanged,8.189,0.24,7.748,8.645,0.002,0.001,13310,13263,13431,12043,1,NA,0.0180826764154776,0.0455103478908297,Unchanged,Unchanged Unchanged
DNA2,Max,15.84,0.775,14.393,17.297,0.013,0.009,3665,3665,3644,4524,1,NA,0.116912428976688,0.0726000045745338,Unchanged,23.737,1.409,21.174,26.392,0.016,0.012,7422,7234,7842,9512,1,NA,0.60125153584586,0.34122879971741,Unchanged,Unchanged Unchanged
DNA2,Slope,15.326,18.224,1.425,51.329,0.902,0.695,408,344,762,444,1,NA,2.56886166224623,0.384166095663095,Unchanged,1.015,0.222,0.643,1.421,0.002,0.002,9245,8584,9358,10706,1,NA,0.0171581214603581,0.0533401360218892,Unchanged,NA
DNA2,dof,11.702,5.841,2.139,22.206,0.105,0.075,3072,3072,2402,1457,1,NA,2.79080655840929,0.70859610798027,Unchanged,9.616,5.931,0.997,20.272,0.063,0.045,8803,8803,5674,3976,1,NA,2.44658633515366,0.603731109406567,Unchanged,NA
DNA2,k,0.165,0.606,-1.001,1.31,0.01,0.007,3847,3847,3827,4791,1,NA,3.36632221424582,3.0331375508826,Unchanged,-0.479,0.827,-2.015,1.114,0.009,0.007,8338,6379,8765,8570,1,NA,1.09652692367858,1.25493607781408,Unchanged,NA
DNA2,sigma,2.064,0.288,1.552,2.642,0.004,0.003,4409,4409,4443,4091,1,NA,-0.0541888792532933,-0.0644776821507832,Unchanged,2.496,0.47,1.539,3.383,0.007,0.005,4800,4800,5616,3272,1,NA,1.52385098641777,2.17581127953082,Up,NA
DNAAF5,MP,5.973,0.063,5.829,6.081,0.001,0.001,5774,5774,6913,5845,1,NA,0.00435421369018256,0.0222478308831244,Unchanged,7.303,0.304,7.078,7.826,0.152,0.116,4,4,5,13,2.78,NA,-0.147115380882507,-0.40546273698633,Unchanged,Unchanged Unchanged
DNAAF5,Max,18.729,0.806,17.125,20.196,0.012,0.008,4769,4769,4767,5775,1,NA,0.358613965187363,0.216551681454517,Unchanged,14.77,0.02,14.749,14.79,0.01,0.008,4,4,6,49,1.79,NA,-0.0832162495850235,-0.532792039974417,Unchanged,Unchanged Unchanged
DNAAF5,Slope,14.475,19.589,1.532,50.654,1.592,1.395,151,99,471,156,1.01,NA,2.48644379964596,0.374788815585443,Unchanged,5.835,1.242,3.743,6.81,0.61,0.466,4,4,6,23,2.04,NA,2.54041104998253,3.9776016273118,Up,NA
DNAAF5,dof,2.537,1.25,0.885,4.654,0.015,0.011,6690,6690,6131,7611,1,NA,0.585246859653956,0.342875359790551,Unchanged,0.12,0.021,0.085,0.164,0.01,0.007,5,5,5,18,2.4,NA,-3.877744249949,-14.9467172685122,Down,NA
DNAAF5,k,0.198,0.496,-0.767,1.115,0.007,0.005,4373,4373,4485,5599,1,NA,3.62935662007961,3.62373332532843,Unchanged,0,0,0,0,0,0,168,22,61,34,1.96,NA,-Inf,-Inf,Up,NA
DNAAF5,sigma,2.196,0.475,1.344,3.13,0.006,0.004,5854,5854,5821,6905,1,NA,0.0352462043286514,0.0327630348940806,Unchanged,0,0,0,0,0,0,6,6,5,13,2.74,NA,-Inf,-Inf,Down,NA
DNAJB1,MP,6.158,0.194,5.93,6.571,0.004,0.003,2276,2257,2650,2631,1,NA,0.048360359293341,0.154931137711829,Unchanged,8.433,0.166,8.124,8.75,0.002,0.001,10321,10294,10482,9633,1,NA,0.0604413429842931,0.182091890623138,Unchanged,Unchanged Unchanged
DNAJB1,Max,21.058,1.277,18.636,23.464,0.019,0.013,4528,4528,4512,6465,1,NA,0.527708515340719,0.254146856319028,Unchanged,21.278,0.962,19.632,23.162,0.013,0.01,5113,5027,5510,6136,1,NA,0.443476477140009,0.306002344119873,Unchanged,Unchanged Unchanged
DNAJB1,Slope,16.008,19.731,1.233,56.03,0.695,0.496,806,791,1411,407,1,NA,2.63167352378774,0.375577541797881,Unchanged,0.789,0.097,0.614,0.974,0.001,0.001,4809,4809,4747,6175,1,NA,-0.346224400598722,-1.58227002661788,Down,NA
DNAJB1,dof,10.29,5.901,1.458,20.932,0.091,0.067,4214,3868,4007,5683,1,NA,2.60529441737135,0.671489891221834,Unchanged,5.706,4.617,0.752,14.708,0.056,0.04,6723,6723,3047,1788,1,NA,1.6936291860242,0.491154414030375,Unchanged,NA
DNAJB1,k,0.171,1.019,-1.706,2.129,0.015,0.011,4421,4421,4422,6706,1,NA,3.4178525148859,2.39060063055241,Unchanged,-0.515,0.52,-1.517,0.444,0.007,0.006,5944,4434,6529,6447,1,NA,1.20107370001298,1.73634470617508,Unchanged,NA
DNAJB1,sigma,3.427,0.555,2.407,4.5,0.009,0.006,4258,4258,4298,3643,1,NA,0.677314341842627,0.581591639201071,Unchanged,1.175,0.321,0.562,1.756,0.006,0.004,2996,2996,2808,1123,1,NA,0.436893809007883,0.775234173602426,Unchanged,NA
DNAJB4,MP,5.937,0.105,5.739,6.125,0.001,0.001,9064,9064,9133,11145,1,NA,-0.00436739498280798,-0.0180304690420994,Unchanged,7.768,0.133,7.521,8.016,0.001,0.001,13992,13965,14025,12215,1,NA,-0.0580614106980138,-0.196711001803473,Unchanged,Unchanged Unchanged
DNAJB4,Max,15.352,0.457,14.463,16.238,0.007,0.005,3792,3792,4720,2530,1,NA,0.0717667102050964,0.0570030548328715,Unchanged,18.315,0.621,17.165,19.504,0.007,0.005,7845,7781,8051,9162,1,NA,0.227139625358747,0.192539265777989,Unchanged,Unchanged Unchanged
DNAJB4,Slope,2.362,2.278,1.492,2.94,0.085,0.06,720,720,4126,1893,1,NA,-0.129038678720843,-0.113287403151279,Unchanged,0.96,0.108,0.767,1.166,0.001,0.001,9143,9143,8958,10522,1,NA,-0.063215295003662,-0.274416297648616,Unchanged,NA
DNAJB4,dof,1.049,0.466,0.445,1.81,0.008,0.006,3172,3172,4634,3944,1,NA,-0.688861981832716,-0.67061944845387,Unchanged,10.376,5.704,1.793,21.021,0.046,0.033,15340,15340,12922,10465,1,NA,2.55632791869418,0.631581948906606,Unchanged,NA
DNAJB4,k,-0.087,0.273,-0.623,0.43,0.004,0.003,4001,3681,4984,3210,1,NA,NA,NA,Unchanged,-0.353,0.381,-1.096,0.334,0.004,0.003,8748,7166,9033,9149,1,NA,0.656169451213576,1.11084400481436,Unchanged,NA
DNAJB4,sigma,0.959,0.406,0.33,1.724,0.007,0.006,3145,2598,3911,3485,1,NA,-1.16002912965842,-1.22053434641799,Down,1.032,0.165,0.731,1.356,0.002,0.001,12037,12037,11759,9184,1,NA,0.249676022978775,0.612344767257756,Unchanged,NA
DNAJC1,MP,6.24,0.269,5.943,6.873,0.005,0.004,2417,2411,2639,3940,1,NA,0.0674445209981343,0.179383877086071,Unchanged,8.802,0.252,8.356,9.288,0.003,0.002,7568,7419,8508,7302,1,NA,0.12222676027734,0.301788030272738,Unchanged,Unchanged Unchanged
DNAJC1,Max,21.622,1.718,18.493,24.922,0.028,0.02,3657,3657,3640,5579,1,NA,0.565840069759884,0.23615451668214,Unchanged,26.799,1.636,24.247,29.776,0.025,0.018,4183,4047,5128,4736,1,NA,0.77629309208646,0.428000172193127,Unchanged,Unchanged Unchanged
DNAJC1,Slope,21.28,24.386,0.851,69.077,0.588,0.416,1719,1719,2583,1642,1,NA,3.04237860227055,0.389120667398015,Unchanged,0.76,0.115,0.541,0.975,0.002,0.001,5396,5396,5489,5571,1,NA,-0.400250282281233,-1.66594615947042,Down,NA
DNAJC1,dof,11.409,5.716,2.098,21.704,0.082,0.058,4811,4811,4057,4020,1,NA,2.75422377994176,0.707481320181359,Unchanged,2.033,2.01,0.487,4.469,0.029,0.021,4769,4769,5127,5172,1,NA,0.204759654287212,0.111166507673469,Unchanged,NA
DNAJC1,k,0.801,1.353,-1.774,3.318,0.022,0.016,3643,3643,3579,6555,1,NA,5.64565843240871,3.42694234086221,Unchanged,-0.556,0.597,-1.709,0.474,0.007,0.006,6455,4851,7864,5736,1,NA,1.3115861506659,1.79711157394209,Unchanged,NA
DNAJC1,sigma,4.515,0.635,3.33,5.693,0.01,0.007,3950,3950,3874,5073,1,NA,1.07509413769167,0.868814639148215,Unchanged,1.355,0.561,0.492,2.478,0.009,0.006,4286,4281,4472,5475,1,NA,0.642525903796755,0.884016153303787,Unchanged,NA
